25 1 1 51
-0.1980874,-0.0585903,-0.0193119,0.0263744,-0.1081991,-0.0060681,-0.2161116,0.0121826,0.0030257,0.0089434,0.0190585,-0.1127929,-3.277E-4,0.011886,-7.89E-5,-0.0113257,0.0024835,0.0052079,0.0440858,0.0576199,0.0215508,0.0262746,0.0123609,0.05456,0.0038202,0.0121816,-0.0393618,0.0030066,0.0039124,-0.0229042,-0.014344,-0.349882,-0.0128183,0.0128917,0.0127916,0.0259887,0.0135128,-9.044E-4,-0.0394157,0.0282653,0.003173,-0.0136347,-0.0498368,0.0286745,-0.0319999,-0.0010814,0.0044484,0.0100909,0.0168535,-0.0218573,-0.039721, 

0.021083,0.0251768,-0.0029315,-0.0102958,-0.0641431,-0.029149,0.1013721,-0.0998814,-0.006667,0.0070582,-0.026657,-0.0609223,-0.559729,0.0329673,-0.0100341,-0.0020891,0.0072356,0.0098538,-0.2564555,0.0278462,-0.0057972,-0.0135349,0.0019936,-0.5896554,-0.0783,0.0074896,-0.0399836,-0.0051936,-0.004691,-0.0054191,0.0095166,-0.1477507,-0.0062545,-0.0641392,-0.0233362,0.0333915,0.0045446,-0.115922,-0.0088129,-0.0048722,-0.0192569,-0.0074944,-0.5052537,-0.1381842,0.002315,-0.003982,-0.0133474,-3.141E-4,0.0045765,0.013648,0.2101142, 

-0.015076,0.0312213,0.005583,-0.0116862,0.0212591,0.0214965,-0.0100415,-0.0024167,-0.0021237,-0.0148034,-0.0106001,0.0060337,-0.0340727,0.009372,0.0052769,-0.0022762,-0.0119016,-0.0144262,0.0187719,-0.0028854,-0.0060015,-0.0022363,0.0035471,-0.0088946,0.0103624,-7.737E-4,-0.0014265,-0.0134785,-0.0012425,-0.0030623,-0.0071492,-0.0197842,-0.0073112,-0.0031995,-0.0064419,4.97E-5,-0.0050407,-0.0103562,-0.0051839,0.0031714,0.0123536,0.0096661,-0.0031764,0.009471,-0.0119303,0.0029683,0.0032886,-0.0044404,-3.953E-4,0.0040632,-0.0240835, 

-0.0559814,-0.0113626,-0.0060749,0.0065131,-0.0197361,-0.0062401,-0.0326161,-0.0146743,0.0038424,-0.0093703,0.0025679,-0.0120027,-0.1201906,0.0048369,-0.0058329,0.0212273,0.0100671,-0.0019911,-0.0123523,0.0078493,-0.0022882,-0.0100131,0.005319,-0.0196453,-0.0142531,0.0015472,-0.0017638,-0.0096821,-0.0114075,-0.0152955,-0.0116556,-0.0076025,-0.0158349,9.419E-4,-0.0078202,0.019128,0.0241921,-0.0167298,9.814E-4,-0.0069608,-0.0132573,0.0059561,0.0096885,-0.0011334,-0.011949,-0.0104004,-0.0130557,0.0054115,-0.0118783,-0.0174888,-0.0120287, 

-0.0195562,-0.0171409,0.0021555,0.0174971,2.365E-4,0.00114,-0.0257127,7.043E-4,-0.0169807,-0.018783,-0.0099488,0.0018856,-0.0885845,-0.003358,0.0044101,0.0015084,-0.0070604,7.489E-4,0.001116,-0.028343,-0.0157156,-0.0089171,-0.0150507,0.0052249,-0.0096281,-0.017507,0.0024661,-0.0018937,0.003749,-0.0083836,-0.0019804,0.0031012,-0.0097556,-0.0072401,-0.0131586,-0.0154856,-0.0124686,-9.128E-4,0.0035891,-0.0260848,-0.024786,-0.0027319,-0.0021605,-4.265E-4,3.092E-4,-7.21E-4,-0.002413,-0.0164498,0.0201941,0.0028827,-0.0262347, 

